Direccion;Numero;Activo;Bicis_disponibles;Espacios_libres;Espacios_totales;ticket;fecha_actualizacion;geo_shape;geo_point_2d;update_jcd
Ricardo Muñoz Suay - María José Victoria Fuster (C.C. El Saler);49;T;23;2;25;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3571104198826364, 39.45298693239739], ""type"": ""Point""}";39.45298693239739, -0.3571104198826364;2025-11-19T13:28:34+01:00
Moreras (Oceanográfico);51;T;15;5;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3472273049060467, 39.45218324552497], ""type"": ""Point""}";39.45218324552497, -0.3472273049060467;2025-11-19T13:27:24+01:00
Alameda - Pintor Maella;53;T;16;9;25;F;19/11/2025 12:29:32;"{""coordinates"": [-0.34813930400480075, 39.45676426141678], ""type"": ""Point""}";39.45676426141678, -0.34813930400480075;2025-11-19T13:28:32+01:00
General Urrutia - Av. de la Plata;44;T;7;11;19;F;19/11/2025 12:29:32;"{""coordinates"": [-0.36301435452576164, 39.45642926768604], ""type"": ""Point""}";39.45642926768604, -0.36301435452576164;2025-11-19T13:21:43+01:00
Antonio Ferrandis - General Urrutia;48;T;10;8;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.35855273823228967, 39.450807354184086], ""type"": ""Point""}";39.450807354184086, -0.35855273823228967;2025-11-19T13:27:19+01:00
Jerónimo Monsoriu - Industria;73;T;1;19;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3428792786496773, 39.4662592905475], ""type"": ""Point""}";39.4662592905475, -0.3428792786496773;2025-11-19T13:22:41+01:00
Blasco Ibañez - Yecla;96;T;2;19;21;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3482142912637639, 39.47355431688417], ""type"": ""Point""}";39.47355431688417, -0.3482142912637639;2025-11-19T13:27:49+01:00
Rubén Darío - Plaza Fray Luis Colomer;103;T;7;8;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3523713017453889, 39.47845333567255], ""type"": ""Point""}";39.47845333567255, -0.3523713017453889;2025-11-19T13:28:35+01:00
Hospital Nueva Fe (consultas externas);188;T;33;6;40;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3751583239336074, 39.44462122517277], ""type"": ""Point""}";39.44462122517277, -0.3751583239336074;2025-11-19T13:26:03+01:00
Cra. Malilla - Bulevar Sur;190;T;1;15;18;F;19/11/2025 12:29:32;"{""coordinates"": [-0.38029642271654757, 39.44608224133691], ""type"": ""Point""}";39.44608224133691, -0.38029642271654757;2025-11-19T13:18:57+01:00
Cra. Malilla - Oltá;192;T;1;19;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3787144113919625, 39.45263726161547], ""type"": ""Point""}";39.45263726161547, -0.3787144113919625;2025-11-19T13:20:04+01:00
Fontanars dels Aforins - Vall d'Uixó;198;T;4;15;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.395316462028443, 39.46088029740053], ""type"": ""Point""}";39.46088029740053, -0.395316462028443;2025-11-19T13:24:25+01:00
Pechina - Teruel;202;T;0;18;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.39333444304417053, 39.47622234753723], ""type"": ""Point""}";39.47622234753723, -0.39333444304417053;2025-11-19T13:28:16+01:00
Ramón Llull - Serpis;102;T;17;3;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.346720283882565, 39.47583332394092], ""type"": ""Point""}";39.47583332394092, -0.346720283882565;2025-11-19T13:28:01+01:00
Esparraguera - Cra. Malilla;191;T;0;15;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.37886641388495107, 39.45032925434954], ""type"": ""Point""}";39.45032925434954, -0.37886641388495107;2025-11-19T13:21:15+01:00
Cataluña - Doctor Vicente Zaragozá;115;T;3;12;16;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3521482985209469, 39.481562345598135], ""type"": ""Point""}";39.481562345598135, -0.3521482985209469;2025-11-19T13:24:54+01:00
Economista Gay - Constitución;136;T;2;18;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.37561037166808026, 39.48994138447594], ""type"": ""Point""}";39.48994138447594, -0.37561037166808026;2025-11-19T13:28:11+01:00
Doctor Vicente Zaragozá - Ramón Asensio;116;T;1;14;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3575613154471814, 39.48325335356676], ""type"": ""Point""}";39.48325335356676, -0.3575613154471814;2025-11-19T13:26:17+01:00
Gran Canaria - Ingeniero Manuel Maese;171;T;1;14;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.32900821806202085, 39.483060339803416], ""type"": ""Point""}";39.483060339803416, -0.32900821806202085;2025-11-19T13:19:50+01:00
Doctor Vicente Zaragozá - Emilio Baró;120;T;5;13;18;F;19/11/2025 12:29:32;"{""coordinates"": [-0.36204632906281087, 39.484880361257815], ""type"": ""Point""}";39.484880361257815, -0.36204632906281087;2025-11-19T13:28:04+01:00
Músico Hipólito Martínez - Diógenes López Mecho;122;T;3;12;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3540663028794564, 39.48448535604776], ""type"": ""Point""}";39.48448535604776, -0.3540663028794564;2025-11-19T13:27:07+01:00
Platero Suárez - Milagrosa;132;T;5;10;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3734343681182198, 39.48528636793778], ""type"": ""Point""}";39.48528636793778, -0.3734343681182198;2025-11-19T13:20:49+01:00
Murta - Sant Eperit;121;T;2;13;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.35877131748144303, 39.48618236435413], ""type"": ""Point""}";39.48618236435413, -0.35877131748144303;2025-11-19T13:22:31+01:00
Alfahuir - Duque de Mandas;127;T;6;14;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3644463333304693, 39.49059138177909], ""type"": ""Point""}";39.49059138177909, -0.3644463333304693;2025-11-19T13:25:07+01:00
Alfambra - Poeta Monmeneu;133;T;2;13;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.37588237827023757, 39.48275636079257], ""type"": ""Point""}";39.48275636079257, -0.37588237827023757;2025-11-19T13:25:05+01:00
Pérez Galdós - Marqués de Zenete;157;T;0;0;20;F;17/10/2025 23:15:51;"{""coordinates"": [-0.38736643250783204, 39.46405230416093], ""type"": ""Point""}";39.46405230416093, -0.38736643250783204;2025-09-30T02:46:25+02:00
Gregorio Gea - Padre Ferris;141;T;1;19;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3851564091174212, 39.483268367245344], ""type"": ""Point""}";39.483268367245344, -0.3851564091174212;2025-11-19T13:28:11+01:00
UPV Caminos;113;T;35;3;38;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3436112694462359, 39.48127634089521], ""type"": ""Point""}";39.48127634089521, -0.3436112694462359;2025-11-19T13:28:11+01:00
Alfahuir - Peñiscola;128;T;6;19;25;F;19/11/2025 12:29:32;"{""coordinates"": [-0.367544345093534, 39.48876637693274], ""type"": ""Point""}";39.48876637693274, -0.367544345093534;2025-11-19T13:26:50+01:00
Gregorio Gea - Profesor Beltrán Báguena;142;T;17;8;25;F;19/11/2025 12:29:32;"{""coordinates"": [-0.38965942617943544, 39.48192036501599], ""type"": ""Point""}";39.48192036501599, -0.38965942617943544;2025-11-19T13:19:49+01:00
Reina Doña María - Cádiz;152;T;2;13;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3727053849231208, 39.460925286769694], ""type"": ""Point""}";39.460925286769694, -0.3727053849231208;2025-11-19T13:23:43+01:00
Pavía - Acequia de la Cadena;167;T;13;7;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3246102088459378, 39.474908310742784], ""type"": ""Point""}";39.474908310742784, -0.3246102088459378;2025-11-19T13:27:08+01:00
Reig Genovés - Ramón Contreras Mongrell;178;T;0;20;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3705063522665271, 39.49221639017785], ""type"": ""Point""}";39.49221639017785, -0.3705063522665271;2025-11-19T13:22:38+01:00
Jerónimo Monsoriu - Alcalde Cano Coloma;151;T;1;19;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.33711726031421224, 39.464669282422186], ""type"": ""Point""}";39.464669282422186, -0.33711726031421224;2025-11-19T13:27:49+01:00
Salamanca - Reina Doña Germana;155;T;10;6;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3630783484267159, 39.46495329574819], ""type"": ""Point""}";39.46495329574819, -0.3630783484267159;2025-11-19T13:24:13+01:00
José María de Haro - Justo y Pastor;160;T;1;19;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.33898126470999496, 39.467336291769534], ""type"": ""Point""}";39.467336291769534, -0.33898126470999496;2025-11-19T13:23:59+01:00
Pavía (Instituto Isabel de Villena);169;T;14;4;18;F;19/11/2025 12:29:32;"{""coordinates"": [-0.32464520634897104, 39.47878532308192], ""type"": ""Point""}";39.47878532308192, -0.32464520634897104;2025-11-19T13:28:09+01:00
Ausias March - Pianista Amparo Iturbi;182;T;1;19;21;F;19/11/2025 12:29:32;"{""coordinates"": [-0.37496539716978367, 39.455432269344854], ""type"": ""Point""}";39.455432269344854, -0.37496539716978367;2025-11-19T13:20:51+01:00
Reina Violante - Escultor García Mas;203;T;3;12;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.40118246297404103, 39.48460937883364], ""type"": ""Point""}";39.48460937883364, -0.40118246297404103;2025-11-19T13:26:13+01:00
Alcañiz - Cambrils;231;T;2;13;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3786213772644184, 39.49507240298451], ""type"": ""Point""}";39.49507240298451, -0.3786213772644184;2025-11-19T13:18:50+01:00
Doctor Nicasio Benlloch - L'Horta Sud;228;T;9;6;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.398671446907537, 39.4936924079167], ""type"": ""Point""}";39.4936924079167, -0.398671446907537;2025-11-19T13:28:27+01:00
Periodista Gil Sumbiela - Poeta Serrano Clavero;206;T;4;11;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.38900741524280136, 39.49271239990425], ""type"": ""Point""}";39.49271239990425, -0.38900741524280136;2025-11-19T13:26:39+01:00
Carteros - Mossen Febrer;208;T;7;13;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.38857844617931064, 39.451692263769644], ""type"": ""Point""}";39.451692263769644, -0.38857844617931064;2025-11-19T13:28:23+01:00
Rio Segre - Rafael Company;236;T;1;14;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.38227839001583847, 39.49506640496422], ""type"": ""Point""}";39.49506640496422, -0.38227839001583847;2025-11-19T13:28:13+01:00
Castán Tobeñas - Patriques;220;T;0;16;16;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3983214623957442, 39.47385534208041], ""type"": ""Point""}";39.47385534208041, -0.3983214623957442;2025-11-19T13:28:15+01:00
Gaspar Aguilar - Músico Penella;209;T;5;13;18;F;19/11/2025 12:29:32;"{""coordinates"": [-0.39301546105732643, 39.45208226727133], ""type"": ""Point""}";39.45208226727133, -0.39301546105732643;2025-11-19T13:28:32+01:00
Castán Tobeñas - Rincon de Ademuz;219;T;1;17;18;F;19/11/2025 12:29:32;"{""coordinates"": [-0.40303029799024204, 39.47265724610551], ""type"": ""Point""}";39.47265724610551, -0.40303029799024204;2025-11-19T13:27:31+01:00
San Juan Bosco - Santiago Rusiñol;233;T;13;2;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.36943734517384297, 39.497160406039164], ""type"": ""Point""}";39.497160406039164, -0.36943734517384297;2025-11-19T13:26:56+01:00
San Jose Artesano - Francisco Morote Greus;238;T;3;12;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.39438342966293366, 39.497449418355934], ""type"": ""Point""}";39.497449418355934, -0.39438342966293366;2025-11-19T13:20:25+01:00
Tres Cruces - Jose Maria Mortes Lerma;248;T;2;18;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.40496949382893443, 39.46284030885798], ""type"": ""Point""}";39.46284030885798, -0.40496949382893443;2025-11-19T13:27:56+01:00
Doctor Tomás Sala - Carteros;254;T;12;7;19;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3899174536874086, 39.447714251158565], ""type"": ""Point""}";39.447714251158565, -0.3899174536874086;2025-11-19T13:25:10+01:00
Tres Forques - Turís;256;T;0;15;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.39223544845537966, 39.46396330656933], ""type"": ""Point""}";39.46396330656933, -0.39223544845537966;2025-11-19T13:24:52+01:00
Tres Forques - Colonia Española de Mexico;262;T;5;15;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.40922550688289966, 39.463472312903384], ""type"": ""Point""}";39.463472312903384, -0.40922550688289966;2025-11-19T13:28:05+01:00
Plaza Luis Cano, 5;268;T;8;2;10;F;19/11/2025 12:29:32;"{""coordinates"": [-0.41849350927046264, 39.50144544298018], ""type"": ""Point""}";39.50144544298018, -0.41849350927046264;2025-11-19T13:26:21+01:00
Vicente la Roda - Ingeniero Fausto Elio;272;T;2;12;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.33219023115385166, 39.48062333339468], ""type"": ""Point""}";39.48062333339468, -0.33219023115385166;2025-11-19T13:26:52+01:00
San Francisco de Paula - Castell de Pop;274;T;7;8;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3331882593063431, 39.44807022576504], ""type"": ""Point""}";39.44807022576504, -0.3331882593063431;2025-11-19T13:21:37+01:00
Salvador Cerveró - Carlos Cortina;271;T;2;13;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.38989141267304944, 39.49927942267903], ""type"": ""Point""}";39.49927942267903, -0.38989141267304944;2025-11-19T13:27:50+01:00
Moreras - Rona de Nazaret;275;T;10;9;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3350652633218127, 39.45230524022502], ""type"": ""Point""}";39.45230524022502, -0.3350652633218127;2025-11-19T13:24:32+01:00
Jorge Comin (Metge) - Terrateig;224;T;3;17;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.40358847435527895, 39.480568366964896], ""type"": ""Point""}";39.480568366964896, -0.40358847435527895;2025-11-19T13:23:38+01:00
Nicasio Benlloch - Amics dels Corpus;205;T;4;20;24;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3930904323547156, 39.48928739053543], ""type"": ""Point""}";39.48928739053543, -0.3930904323547156;2025-11-19T13:24:23+01:00
Tres Cruces - Segunda República Española;249;T;0;15;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.4027404883331656, 39.459506295875165], ""type"": ""Point""}";39.459506295875165, -0.4027404883331656;2025-11-19T13:19:50+01:00
Plaza Salvador Soria, 8;257;T;2;18;20;F;19/11/2025 12:29:32;"{""coordinates"": [-0.38910445245389036, 39.44525124234686], ""type"": ""Point""}";39.44525124234686, -0.38910445245389036;2025-11-19T13:27:46+01:00
Plaza Xuquer - Vinalopó;261;T;1;18;19;F;19/11/2025 12:29:32;"{""coordinates"": [-0.35037729588168837, 39.47667632834523], ""type"": ""Point""}";39.47667632834523, -0.35037729588168837;2025-11-19T13:26:29+01:00
Padre Esteban Pernet - Casa Misericordia;263;T;1;17;18;F;19/11/2025 12:29:32;"{""coordinates"": [-0.4096445056541294, 39.467043324648515], ""type"": ""Point""}";39.467043324648515, -0.4096445056541294;2025-11-19T13:20:47+01:00
Alberique, 18 (Abastos);25;T;11;12;23;F;19/11/2025 12:29:32;"{""coordinates"": [-0.38861043334080225, 39.46772931656263], ""type"": ""Point""}";39.46772931656263, -0.38861043334080225;2025-11-19T13:24:29+01:00
Av. Puerto - Doctor Manuel Candela;65;T;12;6;19;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3508373061951808, 39.465516292011046], ""type"": ""Point""}";39.465516292011046, -0.3508373061951808;2025-11-19T13:26:39+01:00
Blasco Ibañez, 23 (F. Filosofía y Psicología);89;T;24;6;30;F;19/11/2025 12:29:32;"{""coordinates"": [-0.3593183259089267, 39.47780233689744], ""type"": ""Point""}";39.47780233689744, -0.3593183259089267;2025-11-19T13:27:10+01:00
Grabador Jordan - Escultor Pastor;91;T;15;0;15;F;19/11/2025 12:29:32;"{""coordinates"": [-0.36757337969703135, 39.44412522887422], ""type"": ""Point""}";39.44412522887422, -0.36757337969703135;2025-11-19T13:20:17+01:00
